SPEC,COMMONNAME,SCINAME,SPEC6,Order,Family,Subfamily
SWSP,Swamp Sparrow,Melospiza georgiana,MELGEO,Passeriformes,Emberizidae,
SSTP,Swinhoe's Storm-Petrel,Oceanodroma monorhis,OCEMON,Procellariiformes,Hydrobatidae,
TABT,Tacarcuna Bush-Tanager,Chlorospingus tacarcunae,CHLTAC,Passeriformes,Emberizidae,
TATA,Tacarcuna Tapaculo,Scytalopus panamensis,SCYPAN,Passeriformes,Rhinocryptidae,
TAWQ,Tacarcuna Wood-Quail,Odontophorus dialeucos,ODODIA,Galliformes,Odontophoridae,
TAPE,Tahiti Petrel,Pterodroma rostrata,PTEROS,Procellariiformes,Procellariidae,
TABG,Taiga Bean-Goose,Anser fabalis,ANSFAB,Anseriformes,Anatidae,Anserinae
TAFL,Taiga Flycatcher,Ficedula albicilla,FICALB,Passeriformes,Muscicapidae,
TACR,Tamaulipas Crow,Corvus imparatus,CORIMP,Passeriformes,Corvidae,
TAPO,Tamaulipas Pygmy-Owl,Glaucidium sanchezi,GLASAN,Strigiformes,Strigidae,
TBFL,Tawny-breasted Flycatcher,Myiobius villosus,MYIVIL,Passeriformes,Tyrannidae,Fluvicolinae
TCEU,Tawny-capped Euphonia,Euphonia anneae,EUPANN,Passeriformes,Fringillidae,Euphoniinae
TCFL,Tawny-chested Flycatcher,Aphanotriccus capitalis,APHCAP,Passeriformes,Tyrannidae,Fluvicolinae
TCNI,Tawny-collared Nightjar,Antrostomus salvini,ANTSAL,Caprimulgiformes,Caprimulgidae,Caprimulginae
TCTA,Tawny-crested Tanager,Tachyphonus delatrii,TACDEL,Passeriformes,Thraupidae,
TCGR,Tawny-crowned Greenlet,Hylophilus ochraceiceps,HYLOCH,Passeriformes,Vireonidae,
TFGN,Tawny-faced Gnatwren,Microbates cinereiventris,MICCIN,Passeriformes,Polioptilidae,
TFQU,Tawny-faced Quail,Rhynchortyx cinctus,RHYCIN,Galliformes,Odontophoridae,
TSBL,Tawny-shouldered Blackbird,Agelaius humeralis,AGEHUM,Passeriformes,Icteridae,
TTLE,Tawny-throated Leaftosser,Sclerurus mexicanus,SCLMEX,Passeriformes,Furnariidae,Sclerurinae
TWWO,Tawny-winged Woodcreeper,Dendrocincla anabatina,DENANA,Passeriformes,Furnariidae,Dendrocolaptinae
TEST,Temminck's Stint,Calidris temminckii,CALTEM,Charadriiformes,Scolopacidae,Scolopacinae
TEWA,Tennessee Warbler,Oreothlypis peregrina,OREPER,Passeriformes,Parulidae,
TESA,Terek Sandpiper,Xenus cinereus,XENCIN,Charadriiformes,Scolopacidae,Scolopacinae
THGU,Thayer's Gull,Larus thayeri,LARTHA,Charadriiformes,Laridae,Larinae
TBEU,Thick-billed Euphonia,Euphonia laniirostris,EUPLAN,Passeriformes,Fringillidae,Euphoniinae
TBKI,Thick-billed Kingbird,Tyrannus crassirostris,TYRCRA,Passeriformes,Tyrannidae,Tyranninae
TBMU,Thick-billed Murre,Uria lomvia,URILOM,Charadriiformes,Alcidae,
TBPA,Thick-billed Parrot,Rhynchopsitta pachyrhyncha,RHYPAC,Psittaciformes,Psittacidae,Arinae
TBSF,Thick-billed Seed-Finch,Oryzoborus funereus,ORYFUN,Passeriformes,Emberizidae,
TBVI,Thick-billed Vireo,Vireo crassirostris,VIRCRA,Passeriformes,Vireonidae,
THAN,Thicket Antpitta,Hylopezus dives,HYLDIV,Passeriformes,Grallariidae,
THTI,Thicket Tinamou,Crypturellus cinnamomeus,CRYCIN,Tinamiformes,Tinamidae,
TSWA,Three-striped Warbler,Basileuterus tristriatus,BASTRI,Passeriformes,Parulidae,
TWBE,Three-wattled Bellbird,Procnias tricarunculatus,PROTRI,Passeriformes,Cotingidae,
TLSC,Thrush-like Schiffornis,Schiffornis turdina,SCHTUR,Passeriformes,Tityridae,
TIWR,Timberline Wren,Thryorchilus browni,THRBRO,Passeriformes,Troglodytidae,
TIHA,Tiny Hawk,Accipiter superciliosus,ACCSUP,Accipitriformes,Accipitridae,Accipitrinae
TOMO,Tody Motmot,Hylomanes momotula,HYLMOM,Coraciiformes,Momotidae,
TBHU,Tooth-billed Hummingbird,Androdon aequatorialis,ANDAEQ,Apodiformes,Trochilidae,Trochilinae
TOTY,Torrent Tyrannulet,Serpophaga cinerea,SERCIN,Passeriformes,Tyrannidae,Elaeniinae
TOSH,Townsend's Shearwater,Puffinus auricularis,PUFAUR,Procellariiformes,Procellariidae,
TOSO,Townsend's Solitaire,Myadestes townsendi,MYATOW,Passeriformes,Turdidae,
TOWA,Townsend's Warbler,Setophaga townsendi,SETTOW,Passeriformes,Parulidae,
THWH,Townsend's x Hermit Warbler Hybrid,Setophaga townsendi x occidentalis,SETTOO,Passeriformes,Parulidae,
TRFL,Traill's Flycatcher,Empidonax alnorum/traillii,EMPALT,Passeriformes,Tyrannidae,Fluvicolinae
TRJA,Transvolcanic Jay,Aphelocoma ultramarina,APHULT,Passeriformes,Corvidae,
TRPI,Tree Pipit,Anthus trivialis,ANTTRI,Passeriformes,Motacillidae,
TRES,Tree Swallow,Tachycineta bicolor,TACBIC,Passeriformes,Hirundinidae,Hirundininae
TRBL,Tricolored Blackbird,Agelaius tricolor,AGETRI,Passeriformes,Icteridae,
TRHE,Tricolored Heron,Egretta tricolor,EGRTRI,Pelecaniformes,Ardeidae,
TRMU,Tricolored Munia,Lonchura malacca,LONMAC,Passeriformes,Estrildidae,
TRSP,Tristram's Storm-Petrel,Oceanodroma tristrami,OCETRI,Procellariiformes,Hydrobatidae,
TRGN,Tropical Gnatcatcher,Polioptila plumbea,POLPLU,Passeriformes,Polioptilidae,
TRKI,Tropical Kingbird,Tyrannus melancholicus,TYRMEL,Passeriformes,Tyrannidae,Tyranninae
TRMO,Tropical Mockingbird,Mimus gilvus,MIMGIL,Passeriformes,Mimidae,
TRPA,Tropical Parula,Setophaga pitiayumi,SETPIY,Passeriformes,Parulidae,
TRPE,Tropical Pewee,Contopus cinereus,CONCIN,Passeriformes,Tyrannidae,Fluvicolinae
TRSO,Tropical Screech-Owl,Megascops choliba,MEGCHO,Strigiformes,Strigidae,
TRUS,Trumpeter Swan,Cygnus buccinator,CYGBUC,Anseriformes,Anatidae,Anserinae
TUDU,Tufted Duck,Aythya fuligula,AYTFUL,Anseriformes,Anatidae,Anatinae
TUFL,Tufted Flycatcher,Mitrephanes phaeocercus,MITPHA,Passeriformes,Tyrannidae,Fluvicolinae
TUJA,Tufted Jay,Cyanocorax dickeyi,CYADIC,Passeriformes,Corvidae,
TUPU,Tufted Puffin,Fratercula cirrhata,FRACIR,Charadriiformes,Alcidae,
TUTI,Tufted Titmouse,Baeolophus bicolor,BAEBIC,Passeriformes,Paridae,
TUBG,Tundra Bean-Goose,Anser serrirostris,ANSSER,Anseriformes,Anatidae,Anserinae
TUSW,Tundra Swan,Cygnus columbianus,CYGCOL,Anseriformes,Anatidae,Anserinae
TUVU,Turkey Vulture,Cathartes aura,CATAUA,Accipitriformes,Cathartidae,
TUCO,Turquoise Cotinga,Cotinga ridgwayi,COTRID,Passeriformes,Cotingidae,
TBMO,Turquoise-browed Motmot,Eumomota superciliosa,EUMSUP,Coraciiformes,Momotidae,
TUQD,Tuxtla Quail-Dove,Geotrygon carrikeri,GEOCAR,Columbiformes,Columbidae,
UAIH,Ula-ai-hawane,Ciridops anna,CIRANN,Passeriformes,Fringillidae,Drepanidinae
UNJA,Unicolored Jay,Aphelocoma unicolor,APHUNI,Passeriformes,Corvidae,
UAHA,Unidentified Accipiter Hawk,Accipiter (sp),ACCSPE,Accipitriformes,Accipitridae,Accipitrinae
UNBI,Unidentified Bird,"Aves (gen, sp)",AVEGSP,#N/A,#N/A,
UNBL,Unidentified Blackbird,"Icteridae (gen, sp)",ICTGSP,Passeriformes,Icteridae,
UCFI,Unidentified Carpodacus Finch,Haemorhous (sp),HAESPE,Passeriformes,Fringillidae,Carduelinae
UNCR,Unidentified Crow,Corvus (sp),CORSPE,Passeriformes,Corvidae,
UNDO,Unidentified Dowitcher,Limnodromus sp.,LIMSPE,Charadriiformes,Scolopacidae,
UNDU,Unidentified Duck,"Anatinae (gen, sp)",ANAGSP,Anseriformes,Anatidae,
UEFL,Unidentified Empidonax Flycatcher,Empidonax (sp),EMPSPE,Passeriformes,Tyrannidae,Fluvicolinae
UNFL,Unidentified Flycatcher,"Tyrannidae (gen, sp)",TYRGEN,Passeriformes,Tyrannidae,
UNHA,Unidentified Hawk,"Accipitridae (gen, sp)",ACCGSP,Accipitriformes,Accipitridae,
UNHU,Unidentified Hummingbird,"Trochilidae (gen, sp)",TRCGSP,Apodiformes,Trochilidae,
UNLG,Unidentified Larus Gull,Larus (sp),LARSPE,Charadriiformes,Laridae,
UNOW,Unidentified Owl,"Strigidae (gen, sp)",STRGSP,Strigiformes,Strigidae,
UPTA,Unidentified Piranga Tanager,Piranga (sp),PIRSPE,Passeriformes,Cardinalidae,
UPCH,Unidentified Poecile Chickadee,Poecile (sp),POESPE,Passeriformes,Paridae,
UNSA,Unidentified Sapsucker,Sphyrapicus (sp),SPHSPE,Piciformes,Picidae,Picinae
USHU,Unidentified Selasphorus Hummingbird,Selaphorus (sp),SELSPS,Apodiformes,Trochilidae,
UNSP,Unidentified Sparrow,"Emberizidae (gen, sp)",EMBGSP,Passeriformes,Emberizidae,
UNSW,Unidentified Swallow,"Hirundidae (gen, sp)",HIRGSP,Passeriformes,Hirundinidae,
UNTE,Unidentified Teal,Anas (sp),ANASPE,Anseriformes,Anatidae,Anatinae
UNTH,Unidentified Thrush,"Turdidae (gen, sp)",TURGSP,Passeriformes,Turdidae,
UNWA,Unidentified Warbler,"Parulidae (gen, sp)",PARGSP,Passeriformes,Parulidae,
UNWO,Unidentified Woodpecker,"Picadae (gen, sp)",PICGSP,Falconiformes,Falconidae,Micrasturinae
UNWR,Unidentified Wren,"Troglodytidae (gen, sp)",TRGGSP,Passeriformes,Troglodytidae,
UNIC,Uniform Crake,Amaurolimnas concolor,AMLCON,Gruiformes,Rallidae,
USWO,Unspotted Saw-whet Owl,Aegolius ridgwayi,AEGRID,Strigiformes,Strigidae,
UPSA,Upland Sandpiper,Bartramia longicauda,BARLON,Charadriiformes,Scolopacidae,Scolopacinae
VASE,Variable Seedeater,Sporophila americana,SPOAME,Passeriformes,Emberizidae,
VABU,Varied Bunting,Passerina versicolor,PASVER,Passeriformes,Cardinalidae,
VASO,Varied Solitaire,Myadestes coloratus,MYACOL,Passeriformes,Turdidae,
VATH,Varied Thrush,Ixoreus naevius,IXONAE,Passeriformes,Turdidae,
VAFL,Variegated Flycatcher,Empidonomus varius,EMPVAR,Passeriformes,Tyrannidae,Tyranninae
VASW,Vaux's Swift,Chaetura vauxi,CHAVAU,Apodiformes,Apodidae,Chaeturinae
VEER,Veery,Catharus fuscescens,CATFUN,Passeriformes,Turdidae,
VETR,Venezuelan Troupial,Icterus icterus,ICTICT,Passeriformes,Icteridae,
VEMA,Veraguan Mango,Anthracothorax veraguensis,ANTVER,Apodiformes,Trochilidae,Trochilinae
VERD,Verdin,Auriparus flaviceps,AURFLA,Passeriformes,Remizidae,
VESO,Vermiculated Screech-Owl,Megascops guatemalae,MEGGUA,Strigiformes,Strigidae,
VEFL,Vermilion Flycatcher,Pyrocephalus rubinus,PYRRUB,Passeriformes,Tyrannidae,Fluvicolinae
VEHU,Vervain Hummingbird,Mellisuga minima,MELMIN,Apodiformes,Trochilidae,Trochilinae
VESP,Vesper Sparrow,Pooecetes gramineus,POOGRA,Passeriformes,Emberizidae,
VIWE,Village Weaver,Ploceus cucullatus,PLOCUC,Passeriformes,Ploceidae,Ploceinae
VIQD,Violaceous Quail-Dove,Geotrygon violacea,GEOVIO,Columbiformes,Columbidae,
VISA,Violet Sabrewing,Campylopterus hemileucurus,CAMHEM,Apodiformes,Trochilidae,Trochilinae
VBHU,Violet-bellied Hummingbird,Damophila julie,DAMJUL,Apodiformes,Trochilidae,Trochilinae
VCAH,Violet-capped Hummingbird,Goldmania violiceps,GOLVIO,Apodiformes,Trochilidae,Trochilinae
VCHU,Violet-crowned Hummingbird,Amazilia violiceps,AMAVIO,Apodiformes,Trochilidae,Trochilinae
VCWO,Violet-crowned Woodnymph,Thalurania colombica,THACOL,Apodiformes,Trochilidae,Trochilinae
VGSW,Violet-green Swallow,Tachycineta thalassina,TACTHA,Passeriformes,Hirundinidae,Hirundininae
VHHU,Violet-headed Hummingbird,Klais guimeti,KLAGUI,Apodiformes,Trochilidae,Trochilinae
VIRA,Virginia Rail,Rallus limicola,RALLIM,Gruiformes,Rallidae,
VIWA,Virginia's Warbler,Oreothlypis virginiae,OREVIR,Passeriformes,Parulidae,
VIDA,Viridian Dacnis,Dacnis viguieri,DACVIG,Passeriformes,Thraupidae,
VITW,Vitelline Warbler,Setophaga vitellina,SETVIT,Passeriformes,Parulidae,
VOHU,Volcano Hummingbird,Selasphorus flammula,SELFLA,Apodiformes,Trochilidae,Trochilinae
VOJU,Volcano Junco,Junco vulcani,JUNVUL,Passeriformes,Emberizidae,
WAAL,Wandering Albatross,Diomedea exulans,DIOEXU,Procellariiformes,Diomedeidae,
WATA,Wandering Tattler,Tringa incana,TRIINC,Charadriiformes,Scolopacidae,Scolopacinae
WAVI,Warbling Vireo,Vireo gilvus,VIRGIL,Passeriformes,Vireonidae,
WAJA,Wattled Jacana,Jacana jacana,JACJAC,Charadriiformes,Jacanidae,
WBWO,Wedge-billed Woodcreeper,Glyphorynchus spirurus,GLYSPI,Passeriformes,Furnariidae,Dendrocolaptinae
WRSP,Wedge-rumped Storm-Petrel,Oceanodroma tethys,OCETET,Procellariiformes,Hydrobatidae,
WTGF,Wedge-tailed Grass-Finch,Emberizoides herbicola,EMBHER,Passeriformes,Emberizidae,
WTSA,Wedge-tailed Sabrewing,Campylopterus curvipennis,CAMCUR,Apodiformes,Trochilidae,Trochilinae
WTSH,Wedge-tailed Shearwater,Puffinus pacificus,PUFPAC,Procellariiformes,Procellariidae,
WIWD,West Indian Whistling-Duck,Dendrocygna arborea,DENARB,Anseriformes,Anatidae,Dendrocygninae
WIWO,West Indian Woodpecker,Melanerpes superciliaris,MELSUP,Piciformes,Picidae,Picinae
WMCH,West Mexican Chachalaca,Ortalis poliocephala,ORTPOL,Galliformes,Cracidae,
WEBL,Western Bluebird,Sialia mexicana,SIAMEX,Passeriformes,Turdidae,
WECT,Western Chat-Tanager,Calyptophilus tertius,CALTER,Passeriformes,Thraupidae,
WEFL,Western Flycatcher,Empidonax difficilis/occid.,EMPDIO,Passeriformes,Tyrannidae,Fluvicolinae
WEGR,Western Grebe,Aechmophorus occidentalis,AECOCC,Podicipediformes,Podicipedidae,
WEGU,Western Gull,Larus occidentalis,LAROCC,Charadriiformes,Laridae,Larinae
WEKI,Western Kingbird,Tyrannus verticalis,TYRVER,Passeriformes,Tyrannidae,Tyranninae
WMHA,Western Marsh Harrier,Circus aeruginosus,CIRAER,Accipitriformes,Accipitridae,Accipitrinae
WEME,Western Meadowlark,Sturnella neglecta,STUNEG,Passeriformes,Icteridae,
WPWA,Western Palm Warbler,Setophaga palmarum palmarum,SETPPA,Passeriformes,Parulidae,
WERH,Western Reef-Heron,Egretta gularis,EGRGUL,Pelecaniformes,Ardeidae,
WESA,Western Sandpiper,Calidris mauri,CALMAU,Charadriiformes,Scolopacidae,Scolopacinae
WESO,Western Screech-Owl,Megascops kennicottii,MEGKEN,Strigiformes,Strigidae,
WESJ,Western Scrub-Jay,Aphelocoma californica,APHCAL,Passeriformes,Corvidae,
WSLA,Western Slaty-Antshrike,Thamnophilus atrinucha,THAATR,Passeriformes,Thamnophilidae,
WESP,Western Spindalis,Spindalis zena,SPIZEN,Passeriformes,Thraupidae,
WETA,Western Tanager,Piranga ludoviciana,PIRLUD,Passeriformes,Cardinalidae,
WEWP,Western Wood-Pewee,Contopus sordidulus,CONSOR,Passeriformes,Tyrannidae,Fluvicolinae
WGWH,Western X Glaucous-winged Gull Hybrid,Larus occid. x gluaces.,LAROCG,Charadriiformes,Laridae,
WMBH,Western X Mountain Bluebird Hybrid,Sialia mex. x currucoid.,SIAMEC,Passeriformes,Turdidae,
WHIM,Whimbrel,Numenius phaeopus,NUMPHA,Charadriiformes,Scolopacidae,Scolopacinae
WHAU,Whiskered Auklet,Aethia pygmaea,AETPYG,Charadriiformes,Alcidae,
WHSO,Whiskered Screech-Owl,Megascops trichopsis,MEGTRI,Strigiformes,Strigidae,
WHST,Whiskered Tern,Chlidonias hybrida,CHLHYB,Charadriiformes,Laridae,Sterninae
WHSW,Whistling Swan,Cygnus c. columbianus,CYGCCO,Anseriformes,Anatidae,Anserinae
WHIW,Whistling Warbler,Catharopeza bishopi,CATBIS,Passeriformes,Parulidae,
WHHA,White Hawk,Pseudastur albicollis,PSEALB,Accipitriformes,Accipitridae,Accipitrinae
WHIB,White Ibis,Eudocimus albus,EUDALB,Pelecaniformes,Threskiornithidae,Threskiornithinae
WHTT,White Tern,Gygis alba,GYGALB,Charadriiformes,Laridae,Sterninae
WHWA,White Wagtail,Motacilla alba,MOTALB,Passeriformes,Motacillidae,
WBEA,White-bellied Antbird,Myrmeciza longipes,MYRLON,Passeriformes,Thamnophilidae,
WBCH,White-bellied Chachalaca,Ortalis leucogastra,ORTLEU,Galliformes,Cracidae,
WBEM,White-bellied Emerald,Amazilia candida,AMACAN,Apodiformes,Trochilidae,Trochilinae
WBMG,White-bellied Mountain-gem,Lampornis hemileucus,LAMHEM,Apodiformes,Trochilidae,Trochilinae
WBWR,White-bellied Wren,Uropsila leucogastra,UROLEU,Passeriformes,Troglodytidae,
WBNU,White-breasted Nuthatch,Sitta carolinensis,SITCAR,Passeriformes,Sittidae,Sittinae
WBTH,White-breasted Thrasher,Ramphocinclus brachyurus,RAMBRA,Passeriformes,Mimidae,
WBWW,White-breasted Wood-Wren,Henicorhina leucosticta,HENLES,Passeriformes,Troglodytidae,
WCHP,White-cheeked Pintail,Anas bahamensis,ANABAH,Anseriformes,Anatidae,Anatinae
WCPE,White-chinned Petrel,Procellaria aequinoctialis,PROAEQ,Procellariiformes,Procellariidae,
WCHS,White-chinned Swift,Cypseloides cryptus,CYPCRY,Apodiformes,Apodidae,Cypseloidinae
WCTH,White-chinned Thrush,Turdus aurantius,TURAUR,Passeriformes,Turdidae,
WCOM,White-collared Manakin,Manacus candei,MANCAN,Passeriformes,Pipridae,
WCSE,White-collared Seedeater,Sporophila torqueola,SPOTOR,Passeriformes,Emberizidae,
WCSW,White-collared Swift,Streptoprocne zonaris,STRZON,Apodiformes,Apodidae,Cypseloidinae
WGSH,White-cr. X Golden-cr. Sparrow Hybrid,Zonotrichia leuc. x atricap.,ZONLEA,Passeriformes,Emberizidae,
WCCO,White-crested Coquette,Lophornis adorabilis,LOPADO,Apodiformes,Trochilidae,Trochilinae
WCEL,White-crested Elaenia,Elaenia albiceps,ELAALB,Passeriformes,Tyrannidae,Elaeniinae
WCRM,White-crowned Manakin,Pipra pipra,PIPPIP,Passeriformes,Pipridae,
WCPA,White-crowned Parrot,Pionus senilis,PIOSEN,Psittaciformes,Psittacidae,Arinae
WCPI,White-crowned Pigeon,Patagioenas leucocephala,PATLEU,Columbiformes,Columbidae,
WCSP,White-crowned Sparrow,Zonotrichia leucophrys,ZONLEU,Passeriformes,Emberizidae,
WECO,White-eared Conebill,Conirostrum leucogenys,CONLEU,Passeriformes,Thraupidae,
WEGS,White-eared Ground-Sparrow,Melozone leucotis,MELLEU,Passeriformes,Emberizidae,
WEHU,White-eared Hummingbird,Hylocharis leucotis,HYLLEU,Apodiformes,Trochilidae,Trochilinae
WETH,White-eyed Thrush,Turdus jamaicensis,TURJAM,Passeriformes,Turdidae,
WEVI,White-eyed Vireo,Vireo griseus,VIRGRI,Passeriformes,Vireonidae,
WFIB,White-faced Ibis,Plegadis chihi,PLECHI,Pelecaniformes,Threskiornithidae,Threskiornithinae
WFAQ,White-faced Quail-Dove,Geotrygon albifacies,GEOALB,Columbiformes,Columbidae,
WFSP,White-faced Storm-Petrel,Pelagodroma marina,PELMAR,Procellariiformes,Hydrobatidae,
WFWD,White-faced Whistling-Duck,Dendrocygna viduata,DENVID,Anseriformes,Anatidae,Dendrocygninae
WFLA,White-flanked Antwren,Myrmotherula axillaris,MYRAXI,Passeriformes,Thamnophilidae,
WFRA,White-fringed Antwren,Formicivora grisea,FORGRI,Passeriformes,Thamnophilidae,
WFNU,White-fronted Nunbird,Monasa morphoeus,MONMOR,Piciformes,Bucconidae,
WFPA,White-fronted Parrot,Amazona albifrons,AMAALB,Psittaciformes,Psittacidae,Arinae
WFRQ,White-fronted Quail-Dove,Geotrygon leucometopia,GEOLEU,Columbiformes,Columbidae,
WFSW,White-fronted Swift,Cypseloides storeri,CYPSTO,Apodiformes,Apodidae,Cypseloidinae
WHWO,White-headed Woodpecker,Picoides albolarvatus,PICALB,Piciformes,Picidae,Picinae
WHWR,White-headed Wren,Campylorhynchus albobrunneus,CAMALB,Passeriformes,Troglodytidae,
WLTA,White-lined Tanager,Tachyphonus rufus,TACRUF,Passeriformes,Thraupidae,
WLGN,White-lored Gnatcatcher,Polioptila albiloris,POLALB,Passeriformes,Polioptilidae,
WNBF,White-naped Brush-Finch,Atlapetes albinucha,ATLALB,Passeriformes,Emberizidae,
WNSW,White-naped Swift,Streptoprocne semicollaris,STRSEM,Apodiformes,Apodidae,Cypseloidinae
WNCR,White-necked Crow,Corvus leucognaphalus,CORLEU,Passeriformes,Corvidae,
WNJA,White-necked Jacobin,Florisuga mellivora,FLOMEL,Apodiformes,Trochilidae,Topazinae
WNPE,White-necked Petrel,Pterodroma cervicalis,PTECER,Procellariiformes,Procellariidae,
WNPU,White-necked Puffbird,Notharchus hyperrhynchus,NOTHYP,Piciformes,Bucconidae,
WRFL,White-ringed Flycatcher,Conopias albovittatus,CONALB,Passeriformes,Tyrannidae,Tyranninae
WRMA,White-ruffed Manakin,Corapipo altera,CORALT,Passeriformes,Pipridae,
WRSA,White-rumped Sandpiper,Calidris fuscicollis,CALFUS,Charadriiformes,Scolopacidae,Scolopacinae
WRSH,White-rumped Shama,Copsychus malabaricus,COPMAL,Passeriformes,Muscicapidae,
WSTA,White-shouldered Tanager,Tachyphonus luctuosus,TACLUC,Passeriformes,Thraupidae,
WSWO,White-striped Woodcreeper,Lepidocolaptes leucogaster,LEPLEU,Passeriformes,Furnariidae,Dendrocolaptinae
WTEA,White-tailed Eagle,Haliaeetus albicilla,HALALB,Accipitriformes,Accipitridae,Accipitrinae
WTEM,White-tailed Emerald,Elvira chionura,ELVCHI,Apodiformes,Trochilidae,Trochilinae
WTHA,White-tailed Hawk,Buteo albicaudatus,BUTALC,Accipitriformes,Accipitridae,Accipitrinae
WTAH,White-tailed Hummingbird,Eupherusa poliocerca,EUPPOL,Apodiformes,Trochilidae,Trochilinae
WTKI,White-tailed Kite,Elanus leucurus,ELALEU,Accipitriformes,Accipitridae,Accipitrinae
WTNI,White-tailed Nightjar,Hydropsalis cayennensis,HYDCAY,Caprimulgiformes,Caprimulgidae,Caprimulginae
WTPT,White-tailed Ptarmigan,Lagopus leucura,LAGLEU,Galliformes,Phasianidae,Tetraoninae
WTAT,White-tailed Trogon,Trogon chionurus,TROCHI,Trogoniformes,Trogonidae,Trogoninae
WTTR,White-tailed Tropicbird,Phaethon lepturus,PHALEP,Phaethontiformes,Phaethontidae,
WTGS,White-thighed Swallow,Neochelidon tibialis,NEOTIB,Passeriformes,Hirundinidae,Hirundininae
WTCR,White-throated Crake,Laterallus albigularis,LATALB,Gruiformes,Rallidae,
WTFL,White-throated Flycatcher,Empidonax albigularis,EMPALB,Passeriformes,Tyrannidae,Fluvicolinae
WTJA,White-throated Jay,Cyanolyca mirabilis,CYAMIR,Passeriformes,Corvidae,
WTMJ,White-throated Magpie-Jay,Calocitta formosa,CALFOR,Passeriformes,Corvidae,
WTMG,White-throated Mountain-gem,Lampornis castaneoventris,LAMCAS,Apodiformes,Trochilidae,Trochilinae
WTNE,White-throated Needletail,Hirundapus caudacutus,HIRCAU,Apodiformes,Apodidae,Chaeturinae
WTST,White-throated Shrike-Tanager,Lanio leucothorax,LANLEU,Passeriformes,Thraupidae,
WTRS,White-throated Spadebill,Platyrinchus mystaceus,PLAMYS,Passeriformes,Tyrannidae,Platyrinchinae
WTSP,White-throated Sparrow,Zonotrichia albicollis,ZONALB,Passeriformes,Emberizidae,
WTSW,White-throated Swift,Aeronautes saxatalis,AERSAX,Apodiformes,Apodidae,Apodinae
WTTH,White-throated Thrush,Turdus assimilis,TURASS,Passeriformes,Turdidae,
WTTO,White-throated Towhee,Melozone albicollis,MELALB,Passeriformes,Emberizidae,
WTDO,White-tipped Dove,Leptotila verreauxi,LEPVER,Columbiformes,Columbidae,
WTSI,White-tipped Sicklebill,Eutoxeres aquila,EUTAQU,Apodiformes,Trochilidae,Phaethornithinae
WVEU,White-vented Euphonia,Euphonia minuta,EUPMIN,Passeriformes,Fringillidae,Euphoniinae
WVPL,White-vented Plumeleteer,Chalybura buffonii,CHABUF,Apodiformes,Trochilidae,Trochilinae
WWPU,White-whiskered Puffbird,Malacoptila panamensis,MALPAN,Piciformes,Bucconidae,
WWBE,White-winged Becard,Pachyramphus polychopterus,PACPOL,Passeriformes,Tityridae,
